,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Diversity_Index,Students_with_Disabilities,Staff,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,School_Type,income
36750700000000_160,0.25,0,99.92,0,0.08,38.41,2001,69225,86,0.63,23,16.17,70.09,34.44,45.74,46.15,0,1,0,Control School,medium income
33670800000000_187,0.25,0,93.88,0,6.12,40.23,1992,64875,92,0.63,42.5,32.5,69.41,31.72,26.22,36.65,0,1,0,Control School,medium income
33671200000000_200,0.25,0,97.55,0,2.45,38.43,2010,90183,49,0.61,148.5,25.5,44.23,31.72,37.59,15.3,0,1,0,Control School,medium income
33671200000000_201,0.25,0,82.89,0,14.62,38.43,1956,90183,49,0.63,241,25.5,44.23,31.72,37.59,15.3,0,1,0,Control School,medium income
33671200000000_202,0.25,5.77,94.23,0,0,37.69,2010,90183,49,0.63,1523.5,25.5,44.23,31.72,37.59,15.3,0,1,0,Control School,medium income
19643000000000_207,0.25,0,100,0,0,37.95,2011,97604,90,0.63,38.5,2,61.64,34.92,49.58,46.9,0,1,0,Control School,medium income
19643800000000_396,0.25,0,98.25,0,1.75,39.2,1969,82125,65,0.63,241,19.94,46.73,34.92,43.63,23.05,0,1,0,Control School,medium income
36103600000000_540,0.25,0,100,0,0,37.92,2004,64857,86,0.63,241,42.73,21.67,34.44,42.29,64.05,0,1,0,Control School,medium income
36103600000000_541,0.25,0,48.18,0,10.75,37.92,2004,64857,86,0.61,205,42.73,21.67,34.44,42.29,64.05,0,1,0,Control School,medium income
19734400000000_543,0.25,0,100,0,0,39.64,2015,69145,89,0.63,1523.5,13.63,131.07,34.92,54,15.45,0,1,0,Control School,medium income
19648400000000_571,0.25,0,99.44,0,0.56,39.05,1993,81786,81,0.63,241,15.13,57.55,34.92,51.48,24.05,0,1,0,Control School,medium income
19647200000000_589,0.25,0,100,0,0,39.11,1946,87000,71,0.61,199,7.21,47.04,34.92,57.22,31.8,0,1,0,Control School,medium income
19647200000000_590,0.25,0,98.32,0,0,39.11,2000,87000,71,0.63,615,7.21,47.04,34.92,57.22,31.8,0,1,0,Control School,medium income
56726520000000_679,0.25,23.48,70.68,0,5.84,33.66,1953,62057,0,0.43,20747,16.9,53.83,26.69,44.95,20.8,0,1,0,Control School,medium income
36676780000000_801,0.25,0,100,0,0,37.95,1957,72411,0,0.56,129,10.89,45.64,34.44,45.2,18.05,0,1,0,Control School,medium income
30665200000000_831,0.25,0,100,0,0,37.02,1994,86319,66,0.63,278.5,19.94,38.91,22.48,41.2,10.7,0,1,0,Control School,medium income
30666000000000_855,0.25,0,100,0,0,37.39,2006,74000,23,0.57,241,8.11,32.3,22.48,48.25,4.65,0,1,0,Control School,medium income
19648400000000_958,0.25,0,99.76,0,0.24,39.11,2018,93229,81,0.63,148.5,11.23,35.39,34.92,43.8,14.3,0,1,0,Control School,medium income
36677100000000_1023,0.25,0,100,0,0,39.16,1998,105960,82,0.63,241,28.3,39.51,34.44,46.85,25.25,0,1,0,Control School,medium income
36677100000000_1024,0.25,0,99.34,0,0,39.16,1994,72361,82,0.63,55,28.3,39.51,34.44,46.85,25.25,0,1,0,Control School,medium income
19734400000000_1033,0.25,0,98.77,0,1.23,39.45,1954,84851,89,0.63,241,12.91,83.19,34.92,49.76,23.85,0,1,0,Control School,medium income
30665200000000_1103,0.25,1.06,98.94,0,0,37.89,2014,95625,66,0.63,13,9.29,42.9,22.48,40.94,17.65,0,1,0,Control School,medium income
36750500000000_1159,0.25,5.18,65.18,0,29.64,41.65,2014,90000,83,0.63,13,91.62,52.57,34.92,37.11,29.5,0,1,0,Control School,medium income
33670900000000_1189,0.25,0,76.61,0,23.39,40.2,1992,84805,48,0.63,241,11.61,38.86,31.72,63.21,21.65,0,1,0,Control School,medium income
19643000000000_1415,0.25,0,100,0,0,41.04,1999,75625,90,0.63,1894.5,10.49,42.57,34.92,71.36,22.9,0,1,0,Control School,medium income
19648400000000_1490,0.25,0,98.27,0,1.73,38.46,2011,83571,81,0.61,464,20.29,57.55,34.92,46.59,13,0,1,0,Control School,medium income
36678200000000_1561,0.25,0,98.72,0,1.28,38.36,2010,84643,71,0.61,42,12.11,62.92,34.44,43.56,19.1,0,1,0,Control School,medium income
30666100000000_1639,0.25,0,97.77,0,2.23,35.88,1990,77500,35,0.57,1894.5,19.69,23.47,22.48,48.4,26.15,0,1,0,Control School,medium income
19650400000000_1746,0.25,0,99.9,0,0.1,38.64,1937,75000,88,0.61,23,14.19,47.14,34.92,50.72,19.45,0,1,0,Control School,medium income
19650400000000_1747,0.25,0,98.56,0,0,38.64,1937,75000,88,0.63,125.5,14.19,47.14,34.92,50.72,19.45,0,1,0,Control School,medium income
19650400000000_1748,0.25,0,100,0,0,38.64,1937,75000,88,0.63,241,14.19,47.14,34.92,50.72,19.45,0,1,0,Control School,medium income
19648100000000_1813,0.25,0,98.7,0,1.3,40.64,2006,61875,68,0.63,42.5,26.47,35.41,34.92,40.26,0.3,0,1,0,Control School,medium income
30665200000000_1859,0.25,0,98.23,0,1.77,37.52,1991,97083,66,0.61,98.5,7.01,37.07,22.48,35.75,47.45,0,1,0,Control School,medium income
33672300000000_1954,0.25,1.9,84.98,0,13.12,38.79,2007,100761,71,0.63,241,20.18,40.53,31.72,33.33,18.4,0,1,0,Control School,medium income
33671200000000_1963,0.25,0,93.63,0,6.37,41.08,1990,77955,49,0.57,42,14.17,56.33,31.72,29.63,31.25,0,1,0,Control School,medium income
33671200000000_1964,0.25,0,60.58,0,32.42,41.08,2005,77955,49,0.61,1523.5,14.17,56.33,31.72,29.63,31.25,0,1,0,Control School,medium income
36677900000000_2075,0.25,0,99.36,0,0.64,38.03,1979,92321,54,0.63,241,16.38,54.05,34.44,57.86,25.65,0,1,0,Control School,medium income
36677900000000_2076,0.25,0,97.67,0,0.79,38.03,1935,92321,54,0.61,1523.5,16.38,54.05,34.44,57.86,25.65,0,1,0,Control School,medium income
15638300000000_2184,0.25,0,100,0,0,39.34,1993,77596,29,0.57,278.5,72.33,62.2,27.08,43.26,17.1,0,1,0,Control School,medium income
19649200000000_2236,0.25,0,99.79,0,0.21,34.82,1969,85052,0,0.56,241,12.9,20.23,34.92,40.91,2.8,0,1,0,Control School,medium income
19647700000000_2242,0.25,0,100,0,0,39.14,1962,65179,39,0.63,27.5,22.65,67.6,34.92,67.58,8.25,0,1,0,Control School,medium income
19647900000000_2274,0.25,0,100,0,0,39.3,1970,58657,61,0.63,38.5,5.61,46.9,34.92,68.87,12.55,0,1,0,Control School,medium income
33671700000000_2276,0.25,0,98.89,0,1.11,44.53,2000,66750,96,0.63,13,8.81,49.27,31.72,21.81,42.6,0,1,0,Control School,medium income
33672000000000_2369,0.25,0,56.51,0,43.49,44.09,2005,79138,69,0.63,241,7.33,56.63,31.72,49.95,19.45,0,1,0,Control School,medium income
19647900000000_2461,0.25,0,100,0,0,39.27,1991,58657,61,0.63,42,15.17,46.9,34.92,68.87,17.65,0,1,0,Control School,medium income
19647900000000_2507,0.25,0,100,0,0,39.3,1954,58657,61,0.63,16,54.75,46.9,34.92,68.87,12.15,0,1,0,Control School,medium income
19770200000000_2521,0.25,0,100,0,0,37.77,2016,80739,0,0.47,42.5,18.84,61.64,34.92,49.58,41.65,0,1,0,Control School,medium income
19645300000000_2613,0.25,0,100,0,0,38.98,1997,85952,76,0.63,241,23.38,57.49,34.92,57.74,18.75,0,1,0,Control School,medium income
19648100000000_2849,0.25,0,98.88,0,1.12,39.36,1997,81458,68,0.63,241,9.89,35.93,34.92,66.91,11.35,0,1,0,Control School,medium income
19643000000000_2875,0.25,0,100,0,0,37.92,2010,97604,90,0.63,241,9.38,61.64,34.92,49.58,29.4,0,1,0,Control School,medium income
19643000000000_2876,0.25,0,100,0,0.08,37.92,1989,97604,90,0.61,23,9.38,61.64,34.92,49.58,29.4,0,1,0,Control School,medium income
19734400000000_3012,0.25,0,100,0,0,40.14,1953,103561,89,0.61,241,13.35,131.07,34.92,54,7.15,0,1,0,Control School,medium income
19734400000000_3014,0.25,0,100,0,0,39.89,1995,66648,89,0.63,220,14.36,95.67,34.92,50.51,29.1,0,1,0,Control School,medium income
19734400000000_3016,0.25,0,98.84,0,0,39.89,1959,66648,89,0.63,241,14.36,95.67,34.92,50.51,29.1,0,1,0,Control School,medium income
33670900000000_3066,0.25,0,96.5,0,3.5,38.61,1958,96111,48,0.61,653.5,14.08,57.33,31.72,52.7,35.75,0,1,0,Control School,medium income
33670900000000_3067,0.25,0,89.55,0,0.17,38.61,1958,87375,48,0.61,241,14.08,57.33,31.72,52.7,35.75,0,1,0,Control School,medium income
33671200000000_3158,0.25,0,68.81,0,31.19,36.92,1992,67891,49,0.63,220,20.38,54,31.72,44.7,26.15,0,1,0,Control School,medium income
19643000000000_3253,0.25,0,100,0,0,37.77,1959,97604,90,0.63,241,8.1,61.64,34.92,49.58,73.85,0,1,0,Control School,medium income
19643000000000_3254,0.25,0,77.82,0,1.43,37.77,2017,97604,90,0.63,1523.5,8.1,61.64,34.92,49.58,73.85,0,1,0,Control School,medium income
19643000000000_3255,0.25,0,90.02,0,2.63,37.77,2007,97604,90,0.63,13,8.1,61.64,34.92,49.58,73.85,0,1,0,Control School,medium income
36677100000000_3313,0.25,0,98.58,0,1.42,37.47,2006,79125,82,0.63,241,79.42,35.54,34.44,42.51,20.85,0,1,0,Control School,medium income
36677100000000_3314,0.25,0,100,0,0.83,37.47,2006,94704,82,0.61,241,79.42,35.54,34.44,42.51,20.85,0,1,0,Control School,medium income
19644500000000_3347,0.25,0,100,0,0,38.52,1925,64857,75,0.63,241,20.58,40.17,34.92,52.96,26,0,1,0,Control School,medium income
30103100000000_3451,0.25,0,100,0,0,38.84,2018,83403,83,0.63,241,17.25,27.92,22.48,57.04,15.45,0,1,0,Control School,medium income
30103100000000_3452,0.25,0,99.28,0,0,38.84,2018,83403,83,0.63,164,17.25,27.92,22.48,57.04,50.3,0,1,0,Control School,medium income
30103100000000_3453,0.25,0,99.6,0,9.84,38.91,2018,83403,83,0.63,38.5,17.25,27.92,22.48,57.04,22.75,0,1,0,Control School,medium income
30103100000000_3454,0.25,0,100,0,0,39.09,2018,91263,83,0.63,36,17.25,27.92,22.48,57.04,36.55,0,1,0,Control School,medium income
30103100000000_3455,0.25,0,100,0,0.41,39.09,2018,91263,83,0.63,241,17.25,27.92,22.48,57.04,22.4,0,1,0,Control School,medium income
33670800000000_3568,0.25,0,77.04,0,22.96,39.23,1965,65323,92,0.63,42,28.35,69.41,31.72,26.36,35.4,0,1,0,Control School,medium income
33670900000000_3582,0.25,0,92.8,0,7.2,38.29,1959,86344,48,0.63,55,13.05,51.79,31.72,52.21,24.95,0,1,0,Control School,medium income
19734600000000_3588,0.25,0,98.48,0,1.52,38.58,1963,87688,21,0.63,264,11.55,26.46,34.92,40.7,6.05,0,1,0,Control School,medium income
33671200000000_3626,0.25,0,86.12,0,13.88,40.9,2002,63616,49,0.56,42.5,55.91,58.75,31.72,23.97,25.45,0,1,0,Control School,medium income
19644500000000_3664,0.25,0,100,0,0,38.51,1887,76250,75,0.63,145,15.82,50.47,34.92,53.63,36.1,0,1,0,Control School,medium income
19647700000000_3804,0.25,0,100,0,0,38.33,1970,77383,39,0.63,336,27.69,65.97,34.92,64.01,30.9,0,1,0,Control School,medium income
56726500000000_20,0.26,0.61,75.98,0,23.41,36.41,1980,83060,60,0.63,241,18.09,30.44,26.69,39.38,25.35,0,1,0,Control School,medium income
56726500000000_85,0.26,0,100,0,0,34.83,1980,88859,60,0.63,241,16.35,40.5,26.69,42.36,22.8,0,1,0,Control School,medium income
19102000000000_89,0.26,0,99.52,0,0.48,37.99,2017,94594,100,0.63,42.5,2.5,100.97,34.92,41.73,21.7,0,1,0,Control School,medium income
19102000000000_90,0.26,0,98.54,0,0,37.99,2017,94594,100,0.63,1523.5,2.5,100.97,34.92,41.73,27.65,0,1,0,Control School,medium income
19102000000000_91,0.26,1.53,34.59,0,1.16,37.99,2017,94594,100,0.63,13,2.5,100.97,34.92,41.73,17.1,0,1,0,Control School,medium income
19643800000000_120,0.26,0,99.28,0,0.72,38.17,2009,85972,65,0.58,241,2.97,55.22,34.92,45.61,78,0,1,0,Control School,medium income
19648700000000_362,0.26,0,99.92,0,0.08,38.02,1980,88977,6,0.57,653.5,16.45,90.76,34.92,60.24,39.05,0,1,0,Control School,medium income
19648700000000_363,0.26,0,100,0,1.6,38.02,1980,88977,6,0.56,85.5,16.45,90.76,34.92,60.24,39.05,0,1,0,Control School,medium income
19646300000000_401,0.26,0,96.88,0,3.12,37.61,1950,66806,49,0.57,55,13,84.01,34.92,38.19,37.35,0,1,0,Control School,medium income
36678800000000_425,0.26,0,70.68,0,29.32,38.72,1991,87894,88,0.63,23,20.66,75.31,34.44,41.96,21.2,0,1,0,Control School,medium income
36678400000000_480,0.26,0,99.28,0,0.72,40.53,1964,75820,67,0.63,112.5,20.68,56.11,34.44,60.75,21.2,0,1,0,Control School,medium income
30736500000000_526,0.26,0,98.88,0,1.12,37.98,1974,98250,19,0.58,241,18.55,14.07,22.48,48.12,8.3,0,1,0,Control School,medium income
36678800000000_606,0.26,0,96.75,0,3.25,41.28,1965,63170,88,0.63,241,22.3,90.04,34.44,42.12,33.85,0,1,0,Control School,medium income
19645010000000_681,0.26,0,100,0,0,38.24,2007,75278,84,0.63,278.5,24.42,73.28,34.92,59.34,13.65,0,1,0,Control School,medium income
19644500000000_821,0.26,0,100,0,1.12,38.98,2017,91078,75,0.63,241,7.11,50.6,34.92,51.42,31.8,0,1,0,Control School,medium income
19644500000000_822,0.26,0,98.23,0,0,38.98,1993,71750,75,0.63,241,20.14,50.6,34.92,51.42,18.6,0,1,0,Control School,medium income
33751800000000_924,0.26,0,84.65,0,15.35,40.78,1891,87554,64,0.61,241,62.54,46.72,31.72,34.3,21.7,0,1,0,Control School,medium income
30666200000000_961,0.26,0,100,0,0,39.79,1992,67891,10,0.47,125.5,30.14,32.73,22.48,41.51,19.45,0,1,0,Control School,medium income
30665300000000_964,0.26,0,98.08,0,1.92,33.73,1973,102054,30,0.63,42,19.52,32.14,22.48,38.03,17.9,0,1,0,Control School,medium income
19648400000000_1092,0.26,0,100,0,0,38.73,2007,95250,81,0.63,241,6.96,30.71,34.92,45.84,10.7,0,1,0,Control School,medium income
33670800000000_1255,0.26,0,95,0,5,40.53,1956,73289,92,0.63,148.5,73.6,69.41,31.72,22.39,30.85,0,1,0,Control School,medium income
33670800000000_1256,0.26,3.27,46.37,0,8.67,40.53,2007,73289,92,0.63,42.5,73.6,69.41,31.72,22.39,30.85,0,1,0,Control School,medium income
19645500000000_1287,0.26,0,97.69,0,2.31,39.65,2010,67130,72,0.63,241,13.24,35.93,34.92,66.91,11.3,0,1,0,Control School,medium income
30665200000000_1294,0.26,0,100,0,0,37.76,1963,87857,66,0.63,1894.5,15.13,24.75,22.48,52.02,9.2,0,1,0,Control School,medium income
19648700000000_1300,0.26,0,99.76,0,0.24,37.72,1970,73289,6,0.57,1894.5,24.46,41.9,34.92,68.47,22.3,0,1,0,Control School,medium income
30665500000000_1332,0.26,0,98.4,0,1.6,33.45,2006,87170,32,0.57,13,43.91,32.14,22.48,38.03,14.6,0,1,0,Control School,medium income
19102000000000_1375,0.26,0,79.33,0,20.67,38.53,1993,66750,100,0.63,271.5,5.5,56.6,34.92,75.08,8.6,0,1,0,Control School,medium income
30666500000000_1493,0.26,0,97.92,0,2.08,37.84,1974,76020,40,0.63,241,34.03,35.92,22.48,51.54,20.45,0,1,0,Control School,medium income
36678400000000_1514,0.26,0,86.9,0,13.1,38.84,2006,72226,67,0.63,13,8.26,53.4,34.44,40.62,9.6,0,1,0,Control School,medium income
30666500000000_1565,0.26,0,100,0,0,38.67,2003,84063,40,0.63,241,15.23,36.61,22.48,46.56,9.8,0,1,0,Control School,medium income
19648100000000_1589,0.26,0,95.59,0,4.41,39.92,1994,104095,68,0.63,55,16.25,48.94,34.92,62.96,17.55,0,1,0,Control School,medium income
54105500000000_1602,0.26,0,89.76,0,10.24,40.96,2000,83750,43,0.63,241,5.5,39.27,28.45,59.07,26,0,1,0,Control School,medium income
54105500000000_1603,0.26,0,95.65,0,4.35,40.84,2000,84688,43,0.63,1894.5,5.5,39.27,28.45,59.07,11.85,0,1,0,Control School,medium income
54105500000000_1610,0.26,0,100,0,0,40.96,2000,63412,43,0.63,241,5.5,39.27,28.45,59.07,12.25,0,1,0,Control School,medium income
19646300000000_1613,0.26,0,100,0,0,37.64,1928,63831,49,0.57,129,12.5,85.79,34.92,40.22,19.75,0,1,0,Control School,medium income
19647200000000_1634,0.26,0,97.67,0,2.33,38.79,1909,82083,71,0.63,504.5,16.2,53.28,34.92,60.86,31.95,0,1,0,Control School,medium income
19647200000000_1635,0.26,0,100,0,0,38.91,1946,74205,71,0.63,241,16.2,53.28,34.92,60.86,31.95,0,1,0,Control School,medium income
19647200000000_1644,0.26,0,100,0,0,38.86,1952,77273,71,0.63,112.5,14.08,46.47,34.92,73.31,40.1,0,1,0,Control School,medium income
19647200000000_1645,0.26,0,100,0,10.73,38.98,1964,87000,71,0.63,1894.5,14.08,46.47,34.92,73.31,40.1,0,1,0,Control School,medium income
36678800000000_1718,0.26,0,100,0,0,40.33,1938,85000,88,0.63,112.5,12.98,95.94,34.44,55.23,44.6,0,1,0,Control School,medium income
54722300000000_1743,0.26,0,98.77,0,1.23,39.64,1998,71853,50,0.61,13,10.96,71.67,28.45,46.59,15.95,0,1,0,Control School,medium income
19645300000000_1821,0.26,0,98.5,0,1.5,38.73,1938,66759,76,0.63,125.5,10,60.9,34.92,55.83,32.7,0,1,0,Control School,medium income
36677100000000_1843,0.26,0,98.57,0,1.43,39.99,2008,59300,82,0.63,241,15.4,49.37,34.44,43.11,22.35,0,1,0,Control School,medium income
56725400000000_1860,0.26,0,100,0,0,34.3,1978,65987,95,0.63,241,19.63,32.55,26.69,27.61,35.15,0,1,0,Control School,medium income
30665200000000_1866,0.26,0,100,0,0,37.42,1954,89922,66,0.58,13,25.09,38.91,22.48,41.2,60.55,0,1,0,Control School,medium income
30664700000000_2135,0.26,0,96.58,0,3.42,36.95,2016,74750,54,0.63,23,12.13,50.98,22.48,43.48,19.55,0,1,0,Control School,medium income
33751800000000_2286,0.26,0,82.02,0,17.98,39.04,1990,87554,64,0.63,14.5,5.63,37.38,31.72,41.92,31.65,0,1,0,Control School,medium income
19643800000000_2429,0.26,0,100,0,0,38.54,2017,66106,65,0.63,1523.5,29.88,36.66,34.92,37.57,21.15,0,1,0,Control School,medium income
56739400000000_2439,0.26,0,81.66,0,18.34,39.73,2010,63611,34,0.57,23,22.14,30.68,26.69,49.44,26.05,0,1,0,Control School,medium income
19644500000000_2486,0.26,0,100,0,0,38.89,1992,60813,75,0.63,1523.5,13,50.6,34.92,51.42,24.45,0,1,0,Control School,medium income
19647700000000_2495,0.26,0,97.85,0,2.15,37.91,1967,87710,39,0.63,241,10.23,41.88,34.92,44.38,6.9,0,1,0,Control School,medium income
56726000000000_2503,0.26,0,99.04,0,0.96,40.08,1990,67768,60,0.61,1523.5,15.52,38.86,26.69,42.69,22.5,0,1,0,Control School,medium income
33670800000000_2512,0.26,0,100,0,0,41.1,2014,67721,92,0.63,42.5,64.13,68.63,31.72,34.06,15.3,0,1,0,Control School,medium income
36679000000000_2544,0.26,0,100,0,0,37.17,1906,81016,0,0.58,112.5,15.26,68.91,34.44,57.52,30,0,1,0,Control School,medium income
30664700000000_2576,0.26,0,99.92,0,0,36.95,2015,74750,54,0.56,23,48.05,50.98,22.48,43.48,28.1,0,1,0,Control School,medium income
30665100000000_2603,0.26,0,99.6,0,0.4,38.05,1992,97875,27,0.63,241,17.7,31.4,22.48,50.2,15.55,0,1,0,Control School,medium income
33671200000000_2617,0.26,0,90.91,0,9.09,39.98,1990,99357,49,0.63,1523.5,22.34,56.33,31.72,28.62,13.9,0,1,0,Control School,medium income
33670900000000_2627,0.26,0,94.83,0,5.17,37.91,1958,71667,48,0.63,199,10.52,54.35,31.72,62.83,62,0,1,0,Control School,medium income
36677100000000_2740,0.26,0,98.71,0,1.29,39.03,1928,76110,82,0.63,112.5,18.63,62.8,34.44,48.37,23.15,0,1,0,Control School,medium income
56724600000000_2776,0.26,0,99.82,0,0.18,35.05,1998,93229,88,0.63,23,26.67,52.26,26.69,42.64,24.7,0,1,0,Control School,medium income
30666200000000_2846,0.26,0,99.04,0,0.96,39.6,2005,75469,10,0.57,125.5,31.08,39.4,22.48,60.39,19.45,0,1,0,Control School,medium income
30666200000000_2857,0.26,0,99.53,0,0.47,39.39,2011,63259,10,0.47,164,21.77,29.7,22.48,46.19,19.85,0,1,0,Control School,medium income
19645400000000_2946,0.26,0,100,0,0,34.33,2000,92750,39,0.61,1894.5,15.39,22.71,34.92,55.79,4.4,0,1,0,Control School,medium income
56725600000000_2955,0.26,1.55,83.36,0,15.09,34.52,2006,94171,58,0.63,164,13.41,45.35,26.69,51.9,20.4,0,1,0,Control School,medium income
33103300000000_2975,0.26,0,100,0,0,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,68.15,0,1,0,Control School,medium income
33103300000000_2976,0.26,1.64,98.76,0,0,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,2.25,0,1,0,Control School,medium income
33103300000000_2977,0.26,28.95,33.87,0,43.32,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,7.2,0,1,0,Control School,medium income
33103300000000_2978,0.26,0.24,100,0,14.59,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,18.8,0,1,0,Control School,medium income
33103300000000_2979,0.26,6.98,89.31,0,0,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,19.65,0,1,0,Control School,medium income
33103300000000_2980,0.26,0,100,0,0,42.41,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,10.1,0,1,0,Control School,medium income
33103300000000_2981,0.26,0,100,0,2.08,42.34,2006,72857,65,0.57,1894.5,280.47,33.17,31.72,39.06,4,0,1,0,Control School,medium income
30666500000000_3065,0.26,0,100,0,0,39.67,1965,67821,40,0.56,241,11.6,36.61,22.48,46.56,24.15,0,1,0,Control School,medium income
19644400000000_3225,0.26,0,100,0,0,38.64,1952,77727,70,0.63,42.5,18.75,53.81,34.92,52.41,18.85,0,1,0,Control School,medium income
19644400000000_3226,0.26,0,100,0,0,38.64,1938,77727,70,0.63,28,18.75,53.81,34.92,52.41,18.85,0,1,0,Control School,medium income
19645300000000_3290,0.26,0,100,0,0,38.83,1949,83523,76,0.61,1894.5,15.5,60.9,34.92,55.83,14.85,0,1,0,Control School,medium income
30666200000000_3356,0.26,0,100,0,0,39.47,2017,73187,10,0.57,85.5,26.29,39.4,22.48,60.39,26,0,1,0,Control School,medium income
30666200000000_3361,0.26,0,96.18,0,1.36,39.47,2003,73750,10,0.57,653.5,26.29,39.4,22.48,60.39,26,0,1,0,Control School,medium income
56726000000000_3362,0.26,0,100,0,0,40.67,1998,76667,60,0.63,13,14.99,38.86,26.69,42.69,21.45,0,1,0,Control School,medium income
30665200000000_3436,0.26,0,100,0,0,36.59,1995,92025,66,0.63,1894.5,14.16,32.1,22.48,34.58,20.75,0,1,0,Control School,medium income
33669900000000_3439,0.26,0,66.24,0,33.76,37.46,2002,72083,89,0.63,241,9.49,60.02,31.72,35.62,23.3,0,1,0,Control School,medium income
19644400000000_3472,0.26,0,100,0,0,38.3,2017,100071,70,0.63,241,13.5,36.78,34.92,57.32,11.9,0,1,0,Control School,medium income
36678400000000_3598,0.26,0,100,0,0,38.78,2003,67281,67,0.63,241,10.82,43.52,34.44,64.59,21.6,0,1,0,Control School,medium income
30666100000000_3606,0.26,0,98.65,0,1.35,35.8,1996,85500,35,0.63,241,21.6,27.16,22.48,43.01,14.45,0,1,0,Control School,medium income
19643800000000_3675,0.26,0,99.7,0,0.3,37.97,1962,80662,65,0.63,241,10.98,51.35,34.92,52.72,13.5,0,1,0,Control School,medium income
19647700000000_3686,0.26,0,100,0,0,38.86,2005,65179,39,0.63,241,18.32,67.87,34.92,62.23,25.35,0,1,0,Control School,medium income
33751800000000_3818,0.26,0,99.44,0,0.56,41.05,2003,61818,64,0.57,1523.5,21.99,57.91,31.72,21.04,38.2,0,1,0,Control School,medium income
30736500000000_47,0.27,0,98.1,0,1.9,38.71,2022,75469,19,0.57,55,17.74,30,22.48,59.19,10.5,0,1,0,Control School,medium income
30736500000000_48,0.27,0,100,0,0,38.66,2022,75469,19,0.57,278.5,17.74,30,22.48,59.19,10.5,0,1,0,Control School,medium income
33669900000000_94,0.27,0,84.02,0,15.98,37.59,2008,75607,89,0.63,23,20.18,60.02,31.72,40.36,23.95,0,1,0,Control School,medium income
