School_ID,Year_built,NDVI_median,Land_Surface_Temp,Diversity_Index,retrofit,Chronic_Absenteeism,Median_income_BG,income,School_Type
43700000000000_72,1998,0.14,27.02,0.63,0,1.55,250000,high income,Control
43700000000000_354,1998,0.12,29.42,0.61,0,3.3,250000,high income,Control
30665200000000_1735,1998,0.26,37.3,0.63,0,25.3,131563,high income,Control
19753300000000_1835,1998,0.27,35.34,0.63,0,6.1,141250,high income,Control
33751800000000_3774,1998,0.27,40.05,0.61,0,31.55,133750,high income,Control
19643000000000_1372,1998,0.28,37.67,0.63,0,15,125026,high income,Control
19643000000000_1373,1998,0.28,37.67,0.63,0,15,125026,high income,Control
19650000000000_2827,1998,0.29,39.21,0.61,0,9.6,151493,high income,Control
19646800000000_3787,1998,0.31,39.72,0.63,0,10.95,250000,high income,Control
56737600000000_2506,1998,0.32,36.59,0.63,0,23.15,114821,high income,Control
56726000000000_3822,1998,0.33,36.47,0.63,0,17.2,122238,high income,Control
56737600000000_1661,1998,0.34,36.6,0.63,0,4.9,185521,high income,Control
42691600000000_499,1998,0.59,29.2,0.63,0,3.7,212708,high income,Control
19648100000000_2522,1998,0.14,41.28,0.63,0,20.35,35455,low income,Control
19645920000000_685,1998,0.17,38.71,0.47,0,28.45,47734,low income,Control
33670800000000_2572,1998,0.2,41.34,0.58,0,41.45,39102,low income,Control
19647700000000_1312,1998,0.24,38.42,0.63,0,16.4,48173,low income,Control
33672500000000_2612,1998,0.24,39.96,0.63,0,26.15,50417,low income,Control
54722560000000_761,1998,0.29,37.58,0.57,0,27.85,49216,low income,Control
30666500000000_1805,1998,0.29,37.84,0.57,0,13.55,53750,low income,Control
33669900000000_1131,1998,0.3,38.53,0.57,0,75.7,46500,low income,Control
54753300000000_997,1998,0.33,38.54,0.63,0,14.65,45500,low income,Control
10700000000000_346,1998,0.15,29.63,0.63,0,12.95,91424,medium income,Control
6620000000000_421,1998,0.14,28.21,0.63,0,10.3,77596,medium income,Control
30103100000000_2644,1998,0.19,39.55,0.63,0,17,97537,medium income,Control
33672300000000_3005,1998,0.21,40.98,0.63,0,22.25,79239,medium income,Control
19642100000000_1938,1998,0.22,38.66,0.63,0,27.05,97431,medium income,Control
19648100000000_2117,1998,0.22,40.2,0.63,0,24.05,71750,medium income,Control
36677100000000_3173,1998,0.22,39.6,0.63,0,22.75,81719,medium income,Control
30666000000000_2233,1998,0.23,38.09,0.47,0,29.55,99190,medium income,Control
30666000000000_2234,1998,0.24,38.09,0.63,0,19.5,99190,medium income,Control
36677100000000_1023,1998,0.25,39.16,0.63,0,25.25,105960,medium income,Control
54722300000000_1743,1998,0.26,39.64,0.61,0,15.95,71853,medium income,Control
56724600000000_2776,1998,0.26,35.05,0.63,0,24.7,93229,medium income,Control
56726000000000_3362,1998,0.26,40.67,0.63,0,21.45,76667,medium income,Control
19647700000000_2453,1998,0.27,38.14,0.63,0,6.7,86686,medium income,Control
19650000000000_2475,1998,0.27,41.8,0.56,0,64.05,76894,medium income,Control
19757100000000_3089,1998,0.27,38.71,0.63,0,16.35,91406,medium income,Control
19642600000000_1013,1998,0.28,38.59,0.63,0,4.25,72955,medium income,Control
36750700000000_1029,1998,0.28,38.22,0.63,0,30.15,84671,medium income,Control
56726500000000_3590,1998,0.29,33.83,0.63,0,19.45,85714,medium income,Control
54718400000000_3778,1998,0.31,37.96,0.63,0,7.4,63831,medium income,Control
36678400000000_1921,1998,0.36,37.76,0.61,0,20.25,63750,medium income,Control
30664700000000_2909,1998,0.25,37.58,0.63,0,17.45,108904,medium income,Control
19647300000000_2201,1998,0.08,38.58,0.63,1,19.1,139904,high income,Prop. 39
19643500000000_1674,1998,0.11,37.51,0.57,1,21.9,132656,high income,Prop. 39
19645800000000_3107,1998,0.24,37.64,0.63,1,11.05,122733,high income,Prop. 39
30666700000000_1516,1998,0.28,38.67,0.63,1,20.15,122276,high income,Prop. 39
30665600000000_103,1998,0.33,38.22,0.63,1,23.45,128080,high income,Prop. 39
10620300000000_230,1998,0.35,28.22,0.63,1,42.6,131563,high income,Prop. 39
15700000000000_103,1998,0.13,32.41,0.47,1,18.45,39063,low income,Prop. 39
15700000000000_284,1998,0.13,32.48,0.47,1,18.45,39063,low income,Prop. 39
36678500000000_3074,1998,0.2,40.19,0.47,1,36.25,53092,low income,Prop. 39
19651400000000_3222,1998,0.24,41.92,0.56,1,10.9,48083,low income,Prop. 39
30666700000000_3768,1998,0.26,38.59,0.63,1,24.95,54309,low income,Prop. 39
16700000000000_26,1998,0.1,34.95,0.56,1,25.95,59024,medium income,Prop. 39
30666700000000_2904,1998,0.14,39.59,0.47,1,16.75,64875,medium income,Prop. 39
19647300000000_1917,1998,0.15,38.16,0.57,1,35.7,82218,medium income,Prop. 39
30666700000000_2449,1998,0.18,37.03,0.47,1,12.8,72778,medium income,Prop. 39
16639300000000_1229,1998,0.22,40.08,0.56,1,18.9,79118,medium income,Prop. 39
16639300000000_1230,1998,0.22,40.08,0.56,1,18.9,70895,medium income,Prop. 39
30666700000000_2910,1998,0.22,38.42,0.47,1,84.2,77730,medium income,Prop. 39
30666700000000_3004,1998,0.22,38.42,0.46,1,19.9,61648,medium income,Prop. 39
30664300000000_2717,1998,0.23,37.7,0.56,1,1.9,90900,medium income,Prop. 39
19734500000000_1596,1998,0.24,38.34,0.61,1,25.5,74583,medium income,Prop. 39
16639300000000_1228,1998,0.25,39.68,0.63,1,18.9,64013,medium income,Prop. 39
16639300000000_1231,1998,0.25,39.68,0.63,1,18.9,64013,medium income,Prop. 39
30666700000000_1117,1998,0.26,37.55,0.63,1,15.55,73083,medium income,Prop. 39
19645800000000_3731,1998,0.26,38.16,0.57,1,71.4,80662,medium income,Prop. 39
19649100000000_2839,1998,0.28,38.01,0.63,1,32.55,75000,medium income,Prop. 39
19650500000000_357,1998,0.29,41.41,0.63,1,18.25,82476,medium income,Prop. 39
19753410000000_755,1999,0.19,36.47,0.57,0,8.45,112260,high income,Control
30664700000000_1781,1999,0.21,37.89,0.63,0,5.05,140893,high income,Control
30665200000000_1091,1999,0.24,37.84,0.63,0,10.85,130694,high income,Control
30666200000000_2660,1999,0.27,39.39,0.63,0,28.85,126833,high income,Control
30666200000000_3602,1999,0.28,39.1,0.63,0,12.85,140795,high income,Control
30664600000000_136,1999,0.33,35.22,0.63,0,7.65,206346,high income,Control
30736500000000_2513,1999,0.33,38.46,0.58,0,31.1,119282,high income,Control
19650000000000_2615,1999,0.33,38.43,0.63,0,9.7,130089,high income,Control
30664600000000_134,1999,0.34,34.85,0.63,0,7.65,141571,high income,Control
30664600000000_135,1999,0.36,34.41,0.63,0,7.65,184107,high income,Control
30666500000000_1728,1999,0.36,35.83,0.63,0,5.15,167042,high income,Control
30736500000000_2623,1999,0.42,35.53,0.63,0,7.9,122625,high income,Control
15600000000000_51,1999,0.13,31.36,0.63,0,39.35,36250,low income,Control
15600000000000_273,1999,0.13,31.36,0.58,0,39.35,36250,low income,Control
19645010000000_729,1999,0.14,40.41,0.63,0,13.65,39477,low income,Control
15636800000000_2145,1999,0.18,45.08,0.63,0,63.15,48750,low income,Control
54722600000000_458,1999,0.29,38.41,0.63,0,25.5,45527,low income,Control
54721800000000_3339,1999,0.47,34.79,0.63,0,34.35,55125,low income,Control
54722600000000_2488,1999,0.6,33.15,0.47,0,32.15,33836,low income,Control
9620000000000_108,1999,0.23,26.39,0.47,0,25.55,62805,medium income,Control
9620000000000_109,1999,0.23,26.39,0.61,0,25.55,62805,medium income,Control
44800000000000_351,1999,0.22,25.85,0.63,0,11.35,91008,medium income,Control
10600000000000_447,1999,0.19,28.83,0.57,0,73.75,71925,medium income,Control
36677100000000_1262,1999,0.1,39.08,0.63,0,22,81719,medium income,Control
36677100000000_1263,1999,0.1,39.08,0.63,0,22,81719,medium income,Control
36677400000000_2991,1999,0.12,41.33,0.63,0,15.75,73289,medium income,Control
36750800000000_1190,1999,0.16,43.15,0.63,0,40.95,77969,medium income,Control
36103600000000_2384,1999,0.17,39.6,0.63,0,24.4,58998,medium income,Control
30665100000000_1268,1999,0.21,40.03,0.57,0,6.45,82266,medium income,Control
19648100000000_2519,1999,0.21,39.77,0.63,0,16.1,89427,medium income,Control
30664700000000_1104,1999,0.22,37.61,0.57,0,11.5,73698,medium income,Control
56724600000000_3330,1999,0.22,35.23,0.63,0,20.2,74028,medium income,Control
30666200000000_3375,1999,0.22,39.98,0.57,0,22.5,95833,medium income,Control
36678800000000_1662,1999,0.23,40.57,0.63,0,35.25,68723,medium income,Control
19643000000000_3687,1999,0.23,38.67,0.61,0,27.55,62155,medium income,Control
19102000000000_2303,1999,0.24,39.6,0.63,0,24.45,79009,medium income,Control
19642100000000_2742,1999,0.24,38.24,0.63,0,20.9,87117,medium income,Control
19643000000000_1415,1999,0.25,41.04,0.63,0,22.9,75625,medium income,Control
56726000000000_1088,1999,0.27,41.61,0.63,0,20.8,77917,medium income,Control
30666200000000_2659,1999,0.27,39.64,0.57,0,28.85,93839,medium income,Control
33672000000000_1156,1999,0.28,41.48,0.63,0,31.65,89538,medium income,Control
19648400000000_2443,1999,0.28,37.72,0.61,0,2.9,83636,medium income,Control
36678800000000_3083,1999,0.28,39.33,0.63,0,37.9,62031,medium income,Control
19102000000000_2189,1999,0.29,37.6,0.61,0,39.35,96111,medium income,Control
19102000000000_2198,1999,0.29,37.6,0.63,0,5.75,96111,medium income,Control
19102000000000_2207,1999,0.29,37.6,0.63,0,30,96111,medium income,Control
19102000000000_2208,1999,0.29,37.6,0.63,0,26.3,96111,medium income,Control
19102000000000_2209,1999,0.29,37.6,0.63,0,29.85,96111,medium income,Control
19102000000000_2211,1999,0.29,37.6,0.61,0,38.75,96111,medium income,Control
19102000000000_2311,1999,0.29,37.6,0.61,0,20.05,96111,medium income,Control
19102000000000_2312,1999,0.29,37.6,0.63,0,8.5,96111,medium income,Control
19102000000000_2313,1999,0.29,37.6,0.63,0,26.5,96111,medium income,Control
19102000000000_2314,1999,0.29,37.6,0.63,0,25.5,96111,medium income,Control
19645300000000_2982,1999,0.29,39.36,0.61,0,23,69063,medium income,Control
36679600000000_3569,1999,0.29,39.28,0.63,0,22.85,98429,medium income,Control
36678400000000_1210,1999,0.31,37.59,0.63,0,13.8,58998,medium income,Control
42767900000000_3111,1999,0.31,35.58,0.63,0,16.95,71250,medium income,Control
10620260000000_2168,1999,0.44,31.67,0.47,0,42.6,64214,medium income,Control
54718500000000_537,1999,0.51,33.34,0.63,0,2.9,89398,medium income,Control
15600000000000_424,1999,0.14,31.21,0.58,0,12.65,102663,medium income,Control
10600000000000_478,1999,0.12,31.16,0.63,0,35.05,101667,medium income,Control
10600000000000_479,1999,0.12,31.16,0.63,0,35.05,101667,medium income,Control
19647700000000_3033,1999,0.28,38.05,0.63,0,20.2,100450,medium income,Control
33670300000000_472,1999,0.3,35.28,0.63,1,9.85,119795,high income,Prop. 39
33751900000000_1253,1999,0.3,37.22,0.63,1,23.55,207783,high income,Prop. 39
33751900000000_4,1999,0.32,37.28,0.63,1,15.4,116250,high income,Prop. 39
33751900000000_3402,1999,0.34,36.6,0.63,1,18.3,117963,high income,Prop. 39
30736400000000_2818,1999,0.42,35.21,0.63,1,6.45,250000,high income,Prop. 39
19647300000000_1469,1999,0.09,36.95,0.47,1,36.05,47868,low income,Prop. 39
19647300000000_2922,1999,0.13,38.22,0.47,1,93.25,56136,low income,Prop. 39
36679300000000_1157,1999,0.16,40.16,0.47,1,93.8,54875,low income,Prop. 39
19648200000000_2280,1999,0.16,40.52,0.57,1,12.6,43333,low income,Prop. 39
30666700000000_1053,1999,0.28,37.89,0.63,1,18.15,55662,low income,Prop. 39
56768300000000_3118,1999,0.28,37.66,0.63,1,16.95,50179,low income,Prop. 39
19647300000000_240,1999,0.31,36.14,0.63,1,22.85,56411,low income,Prop. 39
16700000000000_146,1999,0.1,34.95,0.46,1,25.95,59024,medium income,Prop. 39
19647300000000_2850,1999,0.16,40.66,0.57,1,29.3,98750,medium income,Prop. 39
33670300000000_2458,1999,0.19,37.64,0.47,1,27.45,66471,medium income,Prop. 39
19643300000000_1614,1999,0.27,37.08,0.63,1,17.2,86411,medium income,Prop. 39
30666700000000_1769,1999,0.29,37.48,0.63,1,79.55,64948,medium income,Prop. 39
33751900000000_3392,1999,0.29,39.66,0.57,1,21.15,58947,medium income,Prop. 39
33751900000000_1448,1999,0.3,39.91,0.63,1,19.65,69201,medium income,Prop. 39
19649100000000_1145,1999,0.31,37.05,0.63,1,21.2,74250,medium income,Prop. 39
56768300000000_2360,1999,0.31,37.28,0.63,1,20.75,77625,medium income,Prop. 39
19647300000000_1756,1999,0.33,36.45,0.63,1,17,89100,medium income,Prop. 39
56768300000000_3120,1999,0.34,37.09,0.63,1,16.95,63831,medium income,Prop. 39
56768300000000_3121,1999,0.34,37.09,0.63,1,16.95,63831,medium income,Prop. 39
19651400000000_2684,1999,0.24,41.41,0.61,1,51.5,103167,medium income,Prop. 39
19650500000000_3305,1999,0.24,41.53,0.61,1,13,106528,medium income,Prop. 39
36676800000000_3003,1999,0.33,36.34,0.63,1,11.35,101250,medium income,Prop. 39
33671200000000_2063,2000,0.23,39.97,0.63,0,35.55,127596,high income,Control
30666100000000_1309,2000,0.26,35.2,0.61,0,12.2,149375,high income,Control
30736500000000_2622,2000,0.28,38.67,0.63,0,13.1,164922,high income,Control
30664600000000_806,2000,0.29,35.67,0.63,0,11.6,110882,high income,Control
19650000000000_1286,2000,0.29,41.85,0.63,0,7,135859,high income,Control
56737600000000_2385,2000,0.3,36.72,0.57,0,13.25,121458,high income,Control
56737600000000_3723,2000,0.31,37.66,0.63,0,7.6,166619,high income,Control
19648700000000_2949,2000,0.38,33.59,0.63,0,4.5,157500,high income,Control
39700000000000_164,2000,0.12,29.55,0.43,0,34,35366,low income,Control
10600000000000_473,2000,0.13,31.55,0.58,0,40.45,38075,low income,Control
10600000000000_487,2000,0.11,31.35,0.63,0,46.85,50991,low income,Control
19648700000000_3701,2000,0.08,39.21,0.56,0,30.75,41660,low income,Control
30103100000000_2647,2000,0.17,38.67,0.61,0,22.3,45375,low income,Control
30103100000000_2648,2000,0.17,38.73,0.63,0,13.55,53164,low income,Control
30103100000000_2649,2000,0.17,39.05,0.58,0,36,45375,low income,Control
33670800000000_3741,2000,0.17,42.03,0.63,0,46.1,25759,low income,Control
33671200000000_2874,2000,0.21,40.46,0.47,0,28.95,55543,low income,Control
19648100000000_3352,2000,0.21,39.16,0.63,0,14.95,51064,low income,Control
19102000000000_3368,2000,0.22,40.11,0.61,0,26.1,54924,low income,Control
33670660000000_2281,2000,0.24,41.03,0.47,0,37.3,41759,low income,Control
56724600000000_1326,2000,0.26,33.91,0.63,0,29.85,53863,low income,Control
54105500000000_1605,2000,0.26,40.97,0.63,0,15.65,53750,low income,Control
54105500000000_1604,2000,0.28,40.78,0.58,0,36.1,49911,low income,Control
54105500000000_1606,2000,0.28,40.78,0.57,0,31.8,50000,low income,Control
54105500000000_1611,2000,0.28,40.71,0.58,0,16.05,50000,low income,Control
27700000000000_25,2000,0.12,25.9,0.61,0,15.2,60875,medium income,Control
10600000000000_488,2000,0.13,31.8,0.63,0,27.85,81859,medium income,Control
56724600000000_1301,2000,0.09,26.3,0.63,0,15.2,88859,medium income,Control
19644510000000_781,2000,0.17,40.2,0.47,0,23.9,61250,medium income,Control
19648100000000_2030,2000,0.18,39.95,0.61,0,40.9,65857,medium income,Control
19648100000000_2031,2000,0.18,39.95,0.58,0,40.9,65857,medium income,Control
56725400000000_2877,2000,0.19,36.36,0.63,0,22.3,97159,medium income,Control
19651000000000_3575,2000,0.19,43.09,0.61,0,30.35,78438,medium income,Control
19648100000000_2029,2000,0.2,39.79,0.58,0,40.9,65857,medium income,Control
19648700000000_1461,2000,0.21,38.11,0.56,0,30.55,76110,medium income,Control
36678400000000_1941,2000,0.22,38.78,0.63,0,17.3,70563,medium income,Control
19648100000000_2040,2000,0.23,40.18,0.63,0,21.4,71750,medium income,Control
33751800000000_1807,2000,0.24,41.22,0.58,0,39.5,66503,medium income,Control
30664700000000_2292,2000,0.24,37.4,0.63,0,23.3,74750,medium income,Control
30664600000000_3447,2000,0.24,37.66,0.63,0,13.05,90183,medium income,Control
19647200000000_590,2000,0.25,39.11,0.63,0,31.8,87000,medium income,Control
33671700000000_2276,2000,0.25,44.53,0.63,0,42.6,66750,medium income,Control
54105500000000_1602,2000,0.26,40.96,0.63,0,26,83750,medium income,Control
54105500000000_1603,2000,0.26,40.84,0.63,0,11.85,84688,medium income,Control
54105500000000_1610,2000,0.26,40.96,0.63,0,12.25,63412,medium income,Control
19645400000000_2946,2000,0.26,34.33,0.61,0,4.4,92750,medium income,Control
54105500000000_1607,2000,0.28,40.78,0.58,0,26.6,64628,medium income,Control
54105500000000_1608,2000,0.28,40.71,0.63,0,10.5,85290,medium income,Control
54105500000000_1609,2000,0.28,40.71,0.61,0,21.45,94704,medium income,Control
56726500000000_1031,2000,0.31,34.36,0.63,0,7.65,87344,medium income,Control
36677900000000_2084,2000,0.59,29.04,0.63,0,12,75625,medium income,Control
48700000000000_311,2000,0.17,29.67,0.63,0,50.65,101750,medium income,Control
30665200000000_1996,2000,0.21,37.86,0.61,0,26.05,105117,medium income,Control
30664800000000_3294,2000,0.21,38.02,0.61,0,13.95,105847,medium income,Control
19647900000000_2074,2000,0.26,39.22,0.63,0,28.3,102708,medium income,Control
56725600000000_2962,2000,0.26,35.49,0.63,0,28,106092,medium income,Control
30664600000000_1507,2000,0.33,35.35,0.63,0,10.1,102159,medium income,Control
10600000000000_63,2000,0.14,27.64,0.56,1,13.45,123393,high income,Prop. 39
30665600000000_1619,2000,0.31,38.59,0.61,1,13.45,132500,high income,Prop. 39
33751900000000_3418,2000,0.34,36.6,0.63,1,18.3,117963,high income,Prop. 39
56725500000000_2958,2000,0.45,34.16,0.61,1,20.45,147656,high income,Prop. 39
33672200000000_1278,2000,0.24,38.84,0.61,1,31.8,49241,low income,Prop. 39
30666700000000_1817,2000,0.25,39.55,0.61,1,17.65,42314,low income,Prop. 39
19648200000000_2777,2000,0.25,39.55,0.63,1,31.05,52569,low income,Prop. 39
19647100000000_92,2000,0.16,38.92,0.47,1,16.3,60682,medium income,Prop. 39
19647300000000_3227,2000,0.18,37.36,0.47,1,31.75,71165,medium income,Prop. 39
19643300000000_1174,2000,0.24,37.86,0.63,1,22.3,97431,medium income,Prop. 39
30666700000000_817,2000,0.25,38.48,0.63,1,14.4,73339,medium income,Prop. 39
30666700000000_1153,2000,0.28,37.77,0.63,1,11.15,89671,medium income,Prop. 39
19643300000000_1179,2000,0.28,37.84,0.61,1,22.3,87688,medium income,Prop. 39
16639300000000_2529,2000,0.28,39.05,0.63,1,20.8,64013,medium income,Prop. 39
30666700000000_1154,2000,0.29,37.53,0.63,1,11.15,89671,medium income,Prop. 39
33670300000000_3833,2000,0.34,35.15,0.63,1,15.35,105227,medium income,Prop. 39
19647300000000_1083,2000,0.36,35.08,0.61,1,15.05,107031,medium income,Prop. 39
31800000000000_30,2001,0.2,26.92,0.63,0,7.05,155804,high income,Control
19643900000000_429,2001,0.19,37.28,0.61,0,8.9,117370,high income,Control
30665300000000_3072,2001,0.25,35.08,0.61,0,5.7,130000,high income,Control
30666100000000_3274,2001,0.26,35.24,0.63,0,16.35,142143,high income,Control
56725600000000_2956,2001,0.3,33.42,0.63,0,24.35,124167,high income,Control
30666500000000_222,2001,0.33,36.6,0.61,0,13.65,188750,high income,Control
56737600000000_3355,2001,0.33,33.95,0.63,0,3.5,125430,high income,Control
19646800000000_430,2001,0.35,37.68,0.63,0,4.25,136336,high income,Control
19646800000000_431,2001,0.35,37.68,0.63,0,4.25,136336,high income,Control
19646800000000_432,2001,0.35,37.68,0.63,0,4.25,136336,high income,Control
42692500000000_2048,2001,0.57,29.1,0.63,0,8.1,198625,high income,Control
19646300000000_476,2001,0.12,37.83,0.47,0,61.8,42308,low income,Control
19645920000000_659,2001,0.17,38.71,0.47,0,28.45,47734,low income,Control
